date,item_name,quantity,revenue
2025-11-06,Chicken Sandwich,52,520.00
2025-11-06,Veggie Burger,17,153.00
2025-11-06,Fries,130,520.00
2025-11-06,Wings,67,737.00
2025-11-06,Caesar Salad,31,263.50
2025-11-06,Milkshake,38,209.00
2025-11-06,Soda,162,405.00
2025-11-07,Cheeseburger,169,1605.50
2025-11-07,Chicken Sandwich,104,1040.00
2025-11-07,Veggie Burger,26,234.00
2025-11-07,Fries,174,696.00
2025-11-07,Wings,158,1738.00
2025-11-07,Caesar Salad,31,263.50
2025-11-07,Milkshake,67,368.50
2025-11-07,Soda,203,507.50
2025-11-08,Cheeseburger,179,1700.50
2025-11-08,Chicken Sandwich,104,1040.00
2025-11-08,Veggie Burger,22,198.00
2025-11-08,Fries,231,924.00
2025-11-08,Wings,129,1419.00
2025-11-08,Caesar Salad,39,331.50
2025-11-08,Milkshake,66,363.00
2025-11-08,Soda,225,562.50
2025-11-09,Cheeseburger,104,988.00
2025-11-09,Chicken Sandwich,73,730.00
2025-11-09,Veggie Burger,19,171.00
2025-11-09,Fries,179,716.00
2025-11-09,Wings,79,869.00
2025-11-09,Caesar Salad,23,195.50
2025-11-09,Milkshake,52,286.00
2025-11-09,Soda,210,525.00
2025-11-10,Cheeseburger,60,570.00
2025-11-10,Chicken Sandwich,56,560.00
2025-11-10,Veggie Burger,15,135.00
2025-11-10,Fries,89,356.00
2025-11-10,Wings,43,473.00
2025-11-10,Caesar Salad,25,212.50
2025-11-10,Milkshake,27,148.50
2025-11-10,Soda,154,385.00
2025-11-11,Cheeseburger,60,570.00
2025-11-11,Chicken Sandwich,51,510.00
2025-11-11,Veggie Burger,18,162.00
2025-11-11,Fries,109,436.00
2025-11-11,Wings,45,495.00
2025-11-11,Caesar Salad,25,212.50
2025-11-11,Milkshake,35,192.50
2025-11-11,Soda,141,352.50
2025-11-12,Cheeseburger,72,684.00
2025-11-12,Chicken Sandwich,41,410.00
2025-11-12,Veggie Burger,16,144.00
2025-11-12,Fries,108,432.00
2025-11-12,Wings,40,440.00
2025-11-12,Caesar Salad,25,212.50
2025-11-12,Milkshake,30,165.00
2025-11-12,Soda,144,360.00
2025-11-13,Cheeseburger,99,940.50
2025-11-13,Chicken Sandwich,67,670.00
2025-11-13,Veggie Burger,17,153.00
2025-11-13,Fries,123,492.00
2025-11-13,Wings,65,715.00
2025-11-13,Caesar Salad,34,289.00
2025-11-13,Milkshake,38,209.00
2025-11-13,Soda,147,367.50
2025-11-14,Cheeseburger,171,1624.50
2025-11-14,Chicken Sandwich,88,880.00
2025-11-14,Veggie Burger,23,207.00
2025-11-14,Fries,205,820.00
2025-11-14,Wings,117,1287.00
2025-11-14,Caesar Salad,32,272.00
2025-11-14,Milkshake,68,374.00
2025-11-14,Soda,192,480.00
2025-11-15,Cheeseburger,145,1377.50
2025-11-15,Chicken Sandwich,121,1210.00
2025-11-15,Veggie Burger,29,261.00
2025-11-15,Fries,222,888.00
2025-11-15,Wings,108,1188.00
2025-11-15,Caesar Salad,39,331.50
2025-11-15,Milkshake,88,484.00
2025-11-15,Soda,231,577.50
2025-11-16,Cheeseburger,129,1225.50
2025-11-16,Chicken Sandwich,61,610.00
2025-11-16,Veggie Burger,19,171.00
2025-11-16,Fries,199,796.00
2025-11-16,Wings,68,748.00
2025-11-16,Caesar Salad,34,289.00
2025-11-16,Milkshake,45,247.50
2025-11-16,Soda,180,450.00
2025-11-17,Cheeseburger,63,598.50
2025-11-17,Chicken Sandwich,48,480.00
2025-11-17,Veggie Burger,9,81.00
2025-11-17,Fries,80,320.00
2025-11-17,Wings,45,495.00
2025-11-17,Caesar Salad,24,204.00
2025-11-17,Milkshake,29,159.50
2025-11-17,Soda,117,292.50
2025-11-18,Cheeseburger,59,560.50
2025-11-18,Chicken Sandwich,45,450.00
2025-11-18,Veggie Burger,14,126.00
2025-11-18,Fries,114,456.00
2025-11-18,Wings,55,605.00
2025-11-18,Caesar Salad,30,255.00
2025-11-18,Milkshake,31,170.50
2025-11-18,Soda,123,307.50
2025-11-19,Cheeseburger,73,693.50
2025-11-19,Chicken Sandwich,48,480.00
2025-11-19,Veggie Burger,16,144.00
2025-11-19,Fries,95,380.00
2025-11-19,Wings,57,627.00
2025-11-19,Caesar Salad,24,204.00
2025-11-19,Milkshake,32,176.00
2025-11-19,Soda,110,275.00
2025-11-20,Cheeseburger,92,874.00
2025-11-20,Chicken Sandwich,54,540.00
2025-11-20,Veggie Burger,21,189.00
2025-11-20,Fries,135,540.00
2025-11-20,Wings,48,528.00
2025-11-20,Caesar Salad,26,221.00
2025-11-20,Milkshake,44,242.00
2025-11-20,Soda,137,342.50
2025-11-21,Cheeseburger,118,1121.00
2025-11-21,Chicken Sandwich,88,880.00
2025-11-21,Veggie Burger,24,216.00
2025-11-21,Fries,178,712.00
2025-11-21,Wings,106,1166.00
2025-11-21,Caesar Salad,35,297.50
2025-11-21,Milkshake,49,269.50
2025-11-21,Soda,237,592.50
2025-11-22,Cheeseburger,136,1292.00
2025-11-22,Chicken Sandwich,115,1150.00
2025-11-22,Veggie Burger,23,207.00
2025-11-22,Fries,183,732.00
2025-11-22,Wings,140,1540.00
2025-11-22,Caesar Salad,33,280.50
2025-11-22,Milkshake,72,396.00
2025-11-22,Soda,267,667.50
2025-11-23,Cheeseburger,106,1007.00
2025-11-23,Chicken Sandwich,59,590.00
2025-11-23,Veggie Burger,20,180.00
2025-11-23,Fries,162,648.00
2025-11-23,Wings,103,1133.00
2025-11-23,Caesar Salad,32,272.00
2025-11-23,Milkshake,79,434.50
2025-11-23,Soda,147,367.50
2025-11-24,Cheeseburger,64,608.00
2025-11-24,Chicken Sandwich,39,390.00
2025-11-24,Veggie Burger,17,153.00
2025-11-24,Fries,115,460.00
2025-11-24,Wings,53,583.00
2025-11-24,Caesar Salad,22,187.00
2025-11-24,Milkshake,29,159.50
2025-11-24,Soda,91,227.50
2025-11-25,Cheeseburger,83,788.50
2025-11-25,Chicken Sandwich,50,500.00
2025-11-25,Veggie Burger,15,135.00
2025-11-25,Fries,124,496.00
2025-11-25,Wings,56,616.00
2025-11-25,Caesar Salad,29,246.50
2025-11-25,Milkshake,28,154.00
2025-11-25,Soda,117,292.50
2025-11-26,Cheeseburger,74,703.00
2025-11-26,Chicken Sandwich,52,520.00
2025-11-26,Veggie Burger,18,162.00
2025-11-26,Fries,104,416.00
2025-11-26,Wings,55,605.00
2025-11-26,Caesar Salad,34,289.00
2025-11-26,Milkshake,39,214.50
2025-11-26,Soda,150,375.00
2025-11-27,Cheeseburger,80,760.00
2025-11-27,Chicken Sandwich,61,610.00
2025-11-27,Veggie Burger,22,198.00
2025-11-27,Fries,133,532.00
2025-11-27,Wings,69,759.00
2025-11-27,Caesar Salad,27,229.50
2025-11-27,Milkshake,43,236.50
2025-11-27,Soda,168,420.00
2025-11-28,Cheeseburger,124,1178.00
2025-11-28,Chicken Sandwich,102,1020.00
2025-11-28,Veggie Burger,23,207.00
2025-11-28,Fries,184,736.00
2025-11-28,Wings,110,1210.00
2025-11-28,Caesar Salad,45,382.50
2025-11-28,Milkshake,73,401.50
2025-11-28,Soda,250,625.00
2025-11-29,Cheeseburger,138,1311.00
2025-11-29,Chicken Sandwich,101,1010.00
2025-11-29,Veggie Burger,23,207.00
2025-11-29,Fries,211,844.00
2025-11-29,Wings,135,1485.00
2025-11-29,Caesar Salad,41,348.50
2025-11-29,Milkshake,92,506.00
2025-11-29,Soda,244,610.00
2025-11-30,Cheeseburger,108,1026.00
2025-11-30,Chicken Sandwich,85,850.00
2025-11-30,Veggie Burger,18,162.00
2025-11-30,Fries,136,544.00
2025-11-30,Wings,104,1144.00
2025-11-30,Caesar Salad,31,263.50
2025-11-30,Milkshake,43,236.50
2025-11-30,Soda,184,460.00
2025-12-01,Cheeseburger,67,636.50
2025-12-01,Chicken Sandwich,59,590.00
2025-12-01,Veggie Burger,15,135.00
2025-12-01,Fries,107,428.00
2025-12-01,Wings,47,517.00
2025-12-01,Caesar Salad,23,195.50
2025-12-01,Milkshake,32,176.00
2025-12-01,Soda,110,275.00
2025-12-02,Cheeseburger,66,627.00
2025-12-02,Chicken Sandwich,42,420.00
2025-12-02,Veggie Burger,14,126.00
2025-12-02,Fries,99,396.00
2025-12-02,Wings,53,583.00
2025-12-02,Caesar Salad,26,221.00
2025-12-02,Milkshake,32,176.00
2025-12-02,Soda,149,372.50
2025-12-03,Cheeseburger,79,750.50
2025-12-03,Chicken Sandwich,52,520.00
2025-12-03,Veggie Burger,17,153.00
2025-12-03,Fries,154,616.00
2025-12-03,Wings,62,682.00
2025-12-03,Caesar Salad,32,272.00
2025-12-03,Milkshake,28,154.00
2025-12-03,Soda,138,345.00
2025-12-04,Cheeseburger,66,627.00
2025-12-04,Chicken Sandwich,58,580.00
2025-12-04,Veggie Burger,21,189.00
2025-12-04,Fries,132,528.00
2025-12-04,Wings,71,781.00
2025-12-04,Caesar Salad,29,246.50
2025-12-04,Milkshake,47,258.50
2025-12-04,Soda,135,337.50
2025-12-05,Cheeseburger,145,1377.50
2025-12-05,Chicken Sandwich,104,1040.00
2025-12-05,Veggie Burger,29,261.00
2025-12-05,Fries,221,884.00
2025-12-05,Wings,150,1650.00
2025-12-05,Caesar Salad,38,323.00
2025-12-05,Milkshake,74,407.00
2025-12-05,Soda,165,412.50
2025-12-06,Cheeseburger,202,1919.00
2025-12-06,Chicken Sandwich,105,1050.00
2025-12-06,Veggie Burger,26,234.00
2025-12-06,Fries,288,1152.00
2025-12-06,Wings,155,1705.00
2025-12-06,Caesar Salad,46,391.00
2025-12-06,Milkshake,72,396.00
2025-12-06,Soda,289,722.50
2025-12-07,Cheeseburger,113,1073.50
2025-12-07,Chicken Sandwich,69,690.00
2025-12-07,Veggie Burger,25,225.00
2025-12-07,Fries,136,544.00
2025-12-07,Wings,106,1166.00
2025-12-07,Caesar Salad,35,297.50
2025-12-07,Milkshake,79,434.50
2025-12-07,Soda,209,522.50
2025-12-08,Cheeseburger,54,513.00
2025-12-08,Chicken Sandwich,44,440.00
2025-12-08,Veggie Burger,16,144.00
2025-12-08,Fries,121,484.00
2025-12-08,Wings,60,660.00
2025-12-08,Caesar Salad,20,170.00
2025-12-08,Milkshake,34,187.00
2025-12-08,Soda,149,372.50
2025-12-09,Cheeseburger,90,855.00
2025-12-09,Chicken Sandwich,64,640.00
2025-12-09,Veggie Burger,16,144.00
2025-12-09,Fries,139,556.00
2025-12-09,Wings,68,748.00
2025-12-09,Caesar Salad,32,272.00
2025-12-09,Milkshake,41,225.50
2025-12-09,Soda,156,390.00
2025-12-10,Cheeseburger,73,693.50
2025-12-10,Chicken Sandwich,46,460.00
2025-12-10,Veggie Burger,20,180.00
2025-12-10,Fries,125,500.00
2025-12-10,Wings,60,660.00
2025-12-10,Caesar Salad,28,238.00
2025-12-10,Milkshake,38,209.00
2025-12-10,Soda,154,385.00
2025-12-11,Cheeseburger,78,741.00
2025-12-11,Chicken Sandwich,62,620.00
2025-12-11,Veggie Burger,21,189.00
2025-12-11,Fries,143,572.00
2025-12-11,Wings,61,671.00
2025-12-11,Caesar Salad,37,314.50
2025-12-11,Milkshake,55,302.50
2025-12-11,Soda,155,387.50
2025-12-12,Cheeseburger,173,1643.50
2025-12-12,Chicken Sandwich,110,1100.00
2025-12-12,Veggie Burger,18,162.00
2025-12-12,Fries,204,816.00
2025-12-12,Wings,113,1243.00
2025-12-12,Caesar Salad,44,374.00
2025-12-12,Milkshake,80,440.00
2025-12-12,Soda,262,655.00
2025-12-13,Cheeseburger,180,1710.00
2025-12-13,Chicken Sandwich,98,980.00
2025-12-13,Veggie Burger,27,243.00
2025-12-13,Fries,213,852.00
2025-12-13,Wings,133,1463.00
2025-12-13,Caesar Salad,44,374.00
2025-12-13,Milkshake,89,489.50
2025-12-13,Soda,252,630.00
2025-12-14,Cheeseburger,136,1292.00
2025-12-14,Chicken Sandwich,90,900.00
2025-12-14,Veggie Burger,26,234.00
2025-12-14,Fries,199,796.00
2025-12-14,Wings,102,1122.00
2025-12-14,Caesar Salad,36,306.00
2025-12-14,Milkshake,68,374.00
2025-12-14,Soda,187,467.50
2025-12-15,Cheeseburger,82,779.00
2025-12-15,Chicken Sandwich,59,590.00
2025-12-15,Veggie Burger,20,180.00
2025-12-15,Fries,117,468.00
2025-12-15,Wings,56,616.00
2025-12-15,Caesar Salad,28,238.00
2025-12-15,Milkshake,36,198.00
2025-12-15,Soda,144,360.00
2025-12-16,Cheeseburger,75,712.50
2025-12-16,Chicken Sandwich,51,510.00
2025-12-16,Veggie Burger,21,189.00
2025-12-16,Fries,126,504.00
2025-12-16,Wings,57,627.00
2025-12-16,Caesar Salad,31,263.50
2025-12-16,Milkshake,39,214.50
2025-12-16,Soda,147,367.50
2025-12-17,Cheeseburger,80,760.00
2025-12-17,Chicken Sandwich,47,470.00
2025-12-17,Veggie Burger,18,162.00
2025-12-17,Fries,113,452.00
2025-12-17,Wings,62,682.00
2025-12-17,Caesar Salad,26,221.00
2025-12-17,Milkshake,45,247.50
2025-12-17,Soda,164,410.00
2025-12-18,Cheeseburger,92,874.00
2025-12-18,Chicken Sandwich,61,610.00
2025-12-18,Veggie Burger,21,189.00
2025-12-18,Fries,111,444.00
2025-12-18,Wings,58,638.00
2025-12-18,Caesar Salad,33,280.50
2025-12-18,Milkshake,47,258.50
2025-12-18,Soda,166,415.00
2025-12-19,Cheeseburger,133,1263.50
2025-12-19,Chicken Sandwich,101,1010.00
2025-12-19,Veggie Burger,26,234.00
2025-12-19,Fries,197,788.00
2025-12-19,Wings,127,1397.00
2025-12-19,Caesar Salad,40,340.00
2025-12-19,Milkshake,90,495.00
2025-12-19,Soda,269,672.50
2025-12-20,Cheeseburger,183,1738.50
2025-12-20,Chicken Sandwich,115,1150.00
2025-12-20,Veggie Burger,27,243.00
2025-12-20,Fries,223,892.00
2025-12-20,Wings,112,1232.00
2025-12-20,Caesar Salad,61,518.50
2025-12-20,Milkshake,76,418.00
2025-12-20,Soda,270,675.00
2025-12-21,Cheeseburger,118,1121.00
2025-12-21,Chicken Sandwich,79,790.00
2025-12-21,Veggie Burger,21,189.00
2025-12-21,Fries,143,572.00
2025-12-21,Wings,88,968.00
2025-12-21,Caesar Salad,28,238.00
2025-12-21,Milkshake,63,346.50
2025-12-21,Soda,187,467.50
2025-12-22,Cheeseburger,66,627.00
2025-12-22,Chicken Sandwich,51,510.00
2025-12-22,Veggie Burger,15,135.00
2025-12-22,Fries,130,520.00
2025-12-22,Wings,51,561.00
2025-12-22,Caesar Salad,28,238.00
2025-12-22,Milkshake,30,165.00
2025-12-22,Soda,145,362.50
2025-12-23,Cheeseburger,73,693.50
2025-12-23,Chicken Sandwich,55,550.00
2025-12-23,Veggie Burger,18,162.00
2025-12-23,Fries,121,484.00
2025-12-23,Wings,59,649.00
2025-12-23,Caesar Salad,27,229.50
2025-12-23,Milkshake,44,242.00
2025-12-23,Soda,159,397.50
2025-12-24,Cheeseburger,85,807.50
2025-12-24,Chicken Sandwich,48,480.00
2025-12-24,Veggie Burger,16,144.00
2025-12-24,Fries,121,484.00
2025-12-24,Wings,59,649.00
2025-12-24,Caesar Salad,32,272.00
2025-12-24,Milkshake,36,198.00
2025-12-24,Soda,173,432.50
2025-12-25,Cheeseburger,90,855.00
2025-12-25,Chicken Sandwich,47,470.00
2025-12-25,Veggie Burger,19,171.00
2025-12-25,Fries,101,404.00
2025-12-25,Wings,61,671.00
2025-12-25,Caesar Salad,31,263.50
2025-12-25,Milkshake,42,231.00
2025-12-25,Soda,162,405.00
2025-12-26,Cheeseburger,144,1368.00
2025-12-26,Chicken Sandwich,93,930.00
2025-12-26,Veggie Burger,32,288.00
2025-12-26,Fries,260,1040.00
2025-12-26,Wings,106,1166.00
2025-12-26,Caesar Salad,47,399.50
2025-12-26,Milkshake,63,346.50
2025-12-26,Soda,226,565.00
2025-12-27,Cheeseburger,199,1890.50
2025-12-27,Chicken Sandwich,81,810.00
2025-12-27,Veggie Burger,32,288.00
2025-12-27,Fries,214,856.00
2025-12-27,Wings,134,1474.00
2025-12-27,Caesar Salad,45,382.50
2025-12-27,Milkshake,105,577.50
2025-12-27,Soda,251,627.50
2025-12-28,Cheeseburger,123,1168.50
2025-12-28,Chicken Sandwich,88,880.00
2025-12-28,Veggie Burger,22,198.00
2025-12-28,Fries,167,668.00
2025-12-28,Wings,99,1089.00
2025-12-28,Caesar Salad,34,289.00
2025-12-28,Milkshake,71,390.50
2025-12-28,Soda,181,452.50
2025-12-29,Cheeseburger,68,646.00
2025-12-29,Chicken Sandwich,51,510.00
2025-12-29,Veggie Burger,16,144.00
2025-12-29,Fries,114,456.00
2025-12-29,Wings,54,594.00
2025-12-29,Caesar Salad,25,212.50
2025-12-29,Milkshake,33,181.50
2025-12-29,Soda,142,355.00
2025-12-30,Cheeseburger,66,627.00
2025-12-30,Chicken Sandwich,60,600.00
2025-12-30,Veggie Burger,18,162.00
2025-12-30,Fries,105,420.00
2025-12-30,Wings,59,649.00
2025-12-30,Caesar Salad,29,246.50
2025-12-30,Milkshake,42,231.00
2025-12-30,Soda,163,407.50
2025-12-31,Cheeseburger,78,741.00
2025-12-31,Chicken Sandwich,51,510.00
2025-12-31,Veggie Burger,17,153.00
2025-12-31,Fries,116,464.00
2025-12-31,Wings,55,605.00
2025-12-31,Caesar Salad,31,263.50
2025-12-31,Milkshake,41,225.50
2025-12-31,Soda,143,357.50
2026-01-01,Cheeseburger,61,579.50
2026-01-01,Chicken Sandwich,48,480.00
2026-01-01,Veggie Burger,14,126.00
2026-01-01,Fries,95,380.00
2026-01-01,Wings,49,539.00
2026-01-01,Caesar Salad,24,204.00
2026-01-01,Milkshake,29,159.50
2026-01-01,Soda,137,342.50
2026-01-02,Cheeseburger,124,1178.00
2026-01-02,Chicken Sandwich,75,750.00
2026-01-02,Veggie Burger,21,189.00
2026-01-02,Fries,179,716.00
2026-01-02,Wings,91,1001.00
2026-01-02,Caesar Salad,34,289.00
2026-01-02,Milkshake,70,385.00
2026-01-02,Soda,187,467.50
2026-01-03,Cheeseburger,132,1254.00
2026-01-03,Chicken Sandwich,91,910.00
2026-01-03,Veggie Burger,22,198.00
2026-01-03,Fries,162,648.00
2026-01-03,Wings,112,1232.00
2026-01-03,Caesar Salad,27,229.50
2026-01-03,Milkshake,79,434.50
2026-01-03,Soda,228,570.00
2026-01-04,Cheeseburger,94,893.00
2026-01-04,Chicken Sandwich,61,610.00
2026-01-04,Veggie Burger,20,180.00
2026-01-04,Fries,122,488.00
2026-01-04,Wings,64,704.00
2026-01-04,Caesar Salad,23,195.50
2026-01-04,Milkshake,46,253.00
2026-01-04,Soda,133,332.50
2026-01-05,Cheeseburger,54,513.00
2026-01-05,Chicken Sandwich,37,370.00
2026-01-05,Veggie Burger,11,99.00
2026-01-05,Fries,103,412.00
2026-01-05,Wings,33,363.00
2026-01-05,Caesar Salad,17,144.50
2026-01-05,Milkshake,28,154.00
2026-01-05,Soda,98,245.00
2026-01-06,Cheeseburger,60,570.00
2026-01-06,Chicken Sandwich,36,360.00
2026-01-06,Veggie Burger,11,99.00
2026-01-06,Fries,85,340.00
2026-01-06,Wings,39,429.00
2026-01-06,Caesar Salad,23,195.50
2026-01-06,Milkshake,27,148.50
2026-01-06,Soda,116,290.00
2026-01-07,Cheeseburger,64,608.00
2026-01-07,Chicken Sandwich,47,470.00
2026-01-07,Veggie Burger,15,135.00
2026-01-07,Fries,107,428.00
2026-01-07,Wings,49,539.00
2026-01-07,Caesar Salad,21,178.50
2026-01-07,Milkshake,29,159.50
2026-01-07,Soda,88,220.00
2026-01-08,Cheeseburger,69,655.50
2026-01-08,Chicken Sandwich,42,420.00
2026-01-08,Veggie Burger,16,144.00
2026-01-08,Fries,116,464.00
2026-01-08,Wings,42,462.00
2026-01-08,Caesar Salad,22,187.00
2026-01-08,Milkshake,32,176.00
2026-01-08,Soda,118,295.00
2026-01-09,Cheeseburger,115,1092.50
2026-01-09,Chicken Sandwich,64,640.00
2026-01-09,Veggie Burger,20,180.00
2026-01-09,Fries,135,540.00
2026-01-09,Wings,68,748.00
2026-01-09,Caesar Salad,33,280.50
2026-01-09,Milkshake,50,275.00
2026-01-09,Soda,174,435.00
2026-01-10,Cheeseburger,104,988.00
2026-01-10,Chicken Sandwich,69,690.00
2026-01-10,Veggie Burger,22,198.00
2026-01-10,Fries,178,712.00
2026-01-10,Wings,114,1254.00
2026-01-10,Caesar Salad,36,306.00
2026-01-10,Milkshake,63,346.50
2026-01-10,Soda,226,565.00
2026-01-11,Cheeseburger,104,988.00
2026-01-11,Chicken Sandwich,64,640.00
2026-01-11,Veggie Burger,16,144.00
2026-01-11,Fries,155,620.00
2026-01-11,Wings,90,990.00
2026-01-11,Caesar Salad,27,229.50
2026-01-11,Milkshake,58,319.00
2026-01-11,Soda,169,422.50
2026-01-12,Cheeseburger,59,560.50
2026-01-12,Chicken Sandwich,32,320.00
2026-01-12,Veggie Burger,10,90.00
2026-01-12,Fries,87,348.00
2026-01-12,Wings,32,352.00
2026-01-12,Caesar Salad,19,161.50
2026-01-12,Milkshake,30,165.00
2026-01-12,Soda,93,232.50
2026-01-13,Cheeseburger,61,579.50
2026-01-13,Chicken Sandwich,33,330.00
2026-01-13,Veggie Burger,12,108.00
2026-01-13,Fries,104,416.00
2026-01-13,Wings,44,484.00
2026-01-13,Caesar Salad,22,187.00
2026-01-13,Milkshake,34,187.00
2026-01-13,Soda,124,310.00
2026-01-14,Cheeseburger,54,513.00
2026-01-14,Chicken Sandwich,48,480.00
2026-01-14,Veggie Burger,13,117.00
2026-01-14,Fries,98,392.00
2026-01-14,Wings,45,495.00
2026-01-14,Caesar Salad,26,221.00
2026-01-14,Milkshake,26,143.00
2026-01-14,Soda,119,297.50
2026-01-15,Cheeseburger,71,674.50
2026-01-15,Chicken Sandwich,51,510.00
2026-01-15,Veggie Burger,15,135.00
2026-01-15,Fries,122,488.00
2026-01-15,Wings,46,506.00
2026-01-15,Caesar Salad,29,246.50
2026-01-15,Milkshake,35,192.50
2026-01-15,Soda,105,262.50
2026-01-16,Cheeseburger,119,1130.50
2026-01-16,Chicken Sandwich,76,760.00
2026-01-16,Veggie Burger,20,180.00
2026-01-16,Fries,155,620.00
2026-01-16,Wings,89,979.00
2026-01-16,Caesar Salad,25,212.50
2026-01-16,Milkshake,71,390.50
2026-01-16,Soda,162,405.00
2026-01-17,Cheeseburger,116,1102.00
2026-01-17,Chicken Sandwich,95,950.00
2026-01-17,Veggie Burger,24,216.00
2026-01-17,Fries,205,820.00
2026-01-17,Wings,121,1331.00
2026-01-17,Caesar Salad,33,280.50
2026-01-17,Milkshake,57,313.50
2026-01-17,Soda,229,572.50
2026-01-18,Cheeseburger,101,959.50
2026-01-18,Chicken Sandwich,59,590.00
2026-01-18,Veggie Burger,14,126.00
2026-01-18,Fries,159,636.00
2026-01-18,Wings,80,880.00
2026-01-18,Caesar Salad,21,178.50
2026-01-18,Milkshake,53,291.50
2026-01-18,Soda,126,315.00
2026-01-19,Cheeseburger,51,484.50
2026-01-19,Chicken Sandwich,32,320.00
2026-01-19,Veggie Burger,11,99.00
2026-01-19,Fries,79,316.00
2026-01-19,Wings,37,407.00
2026-01-19,Caesar Salad,22,187.00
2026-01-19,Milkshake,28,154.00
2026-01-19,Soda,109,272.50
2026-01-20,Cheeseburger,65,617.50
2026-01-20,Chicken Sandwich,38,380.00
2026-01-20,Veggie Burger,13,117.00
2026-01-20,Fries,99,396.00
2026-01-20,Wings,52,572.00
2026-01-20,Caesar Salad,24,204.00
2026-01-20,Milkshake,33,181.50
2026-01-20,Soda,120,300.00
2026-01-21,Cheeseburger,68,646.00
2026-01-21,Chicken Sandwich,33,330.00
2026-01-21,Veggie Burger,15,135.00
2026-01-21,Fries,101,404.00
2026-01-21,Wings,46,506.00
2026-01-21,Caesar Salad,21,178.50
2026-01-21,Milkshake,29,159.50
2026-01-21,Soda,119,297.50
2026-01-22,Cheeseburger,74,703.00
2026-01-22,Chicken Sandwich,38,380.00
2026-01-22,Veggie Burger,16,144.00
2026-01-22,Fries,102,408.00
2026-01-22,Wings,45,495.00
2026-01-22,Caesar Salad,26,221.00
2026-01-22,Milkshake,32,176.00
2026-01-22,Soda,116,290.00
2026-01-23,Cheeseburger,103,978.50
2026-01-23,Chicken Sandwich,78,780.00
2026-01-23,Veggie Burger,20,180.00
2026-01-23,Fries,148,592.00
2026-01-23,Wings,83,913.00
2026-01-23,Caesar Salad,30,255.00
2026-01-23,Milkshake,62,341.00
2026-01-23,Soda,164,410.00
2026-01-24,Cheeseburger,134,1273.00
2026-01-24,Chicken Sandwich,75,750.00
2026-01-24,Veggie Burger,30,270.00
2026-01-24,Fries,168,672.00
2026-01-24,Wings,93,1023.00
2026-01-24,Caesar Salad,35,297.50
2026-01-24,Milkshake,59,324.50
2026-01-24,Soda,229,572.50
2026-01-25,Cheeseburger,113,1073.50
2026-01-25,Chicken Sandwich,58,580.00
2026-01-25,Veggie Burger,17,153.00
2026-01-25,Fries,130,520.00
2026-01-25,Wings,75,825.00
2026-01-25,Caesar Salad,29,246.50
2026-01-25,Milkshake,53,291.50
2026-01-25,Soda,137,342.50
2026-01-26,Cheeseburger,64,608.00
2026-01-26,Chicken Sandwich,42,420.00
2026-01-26,Veggie Burger,13,117.00
2026-01-26,Fries,81,324.00
2026-01-26,Wings,41,451.00
2026-01-26,Caesar Salad,18,153.00
2026-01-26,Milkshake,29,159.50
2026-01-26,Soda,97,242.50
2026-01-27,Cheeseburger,42,399.00
2026-01-27,Chicken Sandwich,44,440.00
2026-01-27,Veggie Burger,13,117.00
2026-01-27,Fries,105,420.00
2026-01-27,Wings,42,462.00
2026-01-27,Caesar Salad,22,187.00
2026-01-27,Milkshake,33,181.50
2026-01-27,Soda,113,282.50
2026-01-28,Cheeseburger,63,598.50
2026-01-28,Chicken Sandwich,58,580.00
2026-01-28,Veggie Burger,13,117.00
2026-01-28,Fries,101,404.00
2026-01-28,Wings,55,605.00
2026-01-28,Caesar Salad,21,178.50
2026-01-28,Milkshake,27,148.50
2026-01-28,Soda,95,237.50
2026-01-29,Cheeseburger,72,684.00
2026-01-29,Chicken Sandwich,50,500.00
2026-01-29,Veggie Burger,17,153.00
2026-01-29,Fries,92,368.00
2026-01-29,Wings,57,627.00
2026-01-29,Caesar Salad,29,246.50
2026-01-29,Milkshake,33,181.50
2026-01-29,Soda,127,317.50
2026-01-30,Cheeseburger,124,1178.00
2026-01-30,Chicken Sandwich,79,790.00
2026-01-30,Veggie Burger,22,198.00
2026-01-30,Fries,149,596.00
2026-01-30,Wings,91,1001.00
2026-01-30,Caesar Salad,26,221.00
2026-01-30,Milkshake,64,352.00
2026-01-30,Soda,200,500.00
2026-01-31,Cheeseburger,126,1197.00
2026-01-31,Chicken Sandwich,87,870.00
2026-01-31,Veggie Burger,19,171.00
2026-01-31,Fries,209,836.00
2026-01-31,Wings,97,1067.00
2026-01-31,Caesar Salad,35,297.50
2026-01-31,Milkshake,75,412.50
2026-01-31,Soda,191,477.50
2026-02-01,Cheeseburger,107,1016.50
2026-02-01,Chicken Sandwich,62,620.00
2026-02-01,Veggie Burger,17,153.00
2026-02-01,Fries,149,596.00
2026-02-01,Wings,64,704.00
2026-02-01,Caesar Salad,27,229.50
2026-02-01,Milkshake,49,269.50
2026-02-01,Soda,173,432.50
2026-02-02,Cheeseburger,53,503.50
2026-02-02,Chicken Sandwich,36,360.00
2026-02-02,Veggie Burger,13,117.00
2026-02-02,Fries,88,352.00
2026-02-02,Wings,35,385.00
2026-02-02,Caesar Salad,20,170.00
2026-02-02,Milkshake,31,170.50
2026-02-02,Soda,101,252.50
2026-02-03,Cheeseburger,52,494.00
2026-02-03,Chicken Sandwich,43,430.00
